Time, Head Rotation, Left Pupil Size, Left Pupil Position X, Left Pupil Position Y, Right Pupil Size, Right Pupil Position X, Right Pupil Position Y
0,6.75982,0,INVALID,INVALID,0,INVALID, INVALID
1.645153,-6.841766,3.127563,0.0473851,0.08411461,3.09137,-0.1727809, 0.1132608
1.656696,-6.829193,3.083374,0.04693687,0.08095986,3.080704,-0.1727943, 0.1137164
1.667539,-6.827667,3.093323,0.05026805,0.08423322,3.068985,-0.1729056, 0.1121728
1.678645,-6.828613,3.125595,0.04909074,0.08477539,3.071686,-0.1722652, 0.1119637
1.689775,-6.862061,3.109802,0.04786432,0.084773,3.059387,-0.1717362, 0.1106293
1.700938,-6.924103,3.121826,0.04663789,0.08477068,3.054245,-0.1720152, 0.110175
1.712033,-6.979645,3.146118,0.04621851,0.08477068,3.064941,-0.1725442, 0.1102106
1.723477,-7.036041,3.134644,0.04573047,0.08450198,3.070114,-0.1727009, 0.1106293
1.734287,-7.098846,3.1409,0.04621851,0.08423322,3.064423,-0.1727476, 0.1102106
1.745674,-7.144684,3.117462,0.04605186,0.08377898,3.070541,-0.1727943, 0.1106293
1.764634,-7.192108,3.117462,0.04605186,0.08377898,3.070541,-0.1727943, 0.1106293
1.770512,-7.246246,3.112259,0.04621851,0.08405793,3.073288,-0.1727476, 0.1102106
1.778334,-7.304932,3.111664,0.04663789,0.08350009,3.070145,-0.1728309, 0.1097918
1.7896,-7.33078,3.112915,0.04641736,0.0834167,3.070145,-0.1728309, 0.1097205
1.801322,-7.403198,3.113281,0.04641736,0.08308393,3.061295,-0.1730153, 0.1091495
1.812214,-7.448608,3.110489,0.04617143,0.08271891,3.061234,-0.1731632, 0.1088585
1.825861,-7.501648,3.110718,0.04641736,0.08271891,3.07045,-0.1731632, 0.1088585
1.83659,-7.543762,3.099823,0.04752696,0.08218157,3.059845,-0.1728309, 0.1088558
1.848251,-7.573303,3.099838,0.04755187,0.08210218,3.060104,-0.1728309, 0.1087752
1.859607,-7.63385,3.099442,0.04781926,0.08177429,3.060226,-0.1728309, 0.1086861
1.870795,-7.683502,3.090469,0.04881608,0.08210218,3.053421,-0.1723529, 0.1084077
1.882004,-7.75769,3.094315,0.04913318,0.08210218,3.059875,-0.1723529, 0.1077077
1.892975,-7.793365,2.993988,0.05135167,0.08093262,3.095413,-0.170574, 0.1054492
1.904516,-7.849945,3.070358,0.07463038,0.04213881,3.198959,-0.1528361, 0.0717026
1.923859,-7.872253,3.070358,0.07463038,0.04213881,3.198959,-0.1528361, 0.0717026
1.929079,-7.889008,3.143524,0.09327924,0.01882964,3.097382,-0.1416974, 0.04718322
1.937558,-7.888947,3.069504,0.09611142,-0.00906229,3.138031,-0.1396896, 0.01887423
1.948793,-7.906097,3.08667,0.09204578,-0.01233125,3.096771,-0.1418936, 0.01632398
1.959591,-7.917755,3.017014,0.09279621,-0.01267898,3.086533,-0.1388196, 0.01592302
1.970769,-7.933441,3.026031,0.09319353,-0.01129091,3.090515,-0.1423196, 0.01787549
1.982081,-7.987091,3.033798,0.09406698,-0.01184416,3.088776,-0.1430691, 0.01731539
1.993557,-8.018158,3.035873,0.09191799,-0.008591652,3.080215,-0.1423196, 0.01728392
2.00455,-8.027374,3.033752,0.09191799,-0.01369202,3.079041,-0.1410863, 0.01701874
2.015951,-8.040039,3.027679,0.09269285,-0.01323438,3.068771,-0.1406024, 0.01678497
2.026847,-8.056976,3.03479,0.09309721,-0.01277685,3.05365,-0.1410863, 0.01701874
2.038203,-8.055573,3.036423,0.09201884,-0.01337326,3.038681,-0.1406967, 0.01663423
2.049147,-8.03067,3.029663,0.09196842,-0.01353264,3.038269,-0.140791, 0.01648355
2.060568,-8.038239,3.01387,0.09196842,-0.01399398,3.038742,-0.1406024, 0.01678497
2.08059,-8.030243,3.011581,0.09201884,-0.01369202,3.038071,-0.1405581, 0.01663423
2.086731,-8.035614,2.923187,0.09407973,-0.01896214,3.026596,-0.1370327, 0.01308459
2.093458,-8.002228,2.909042,0.1011734,-0.03487849,3.025497,-0.1328487, 0.003494442
2.103279,-7.992401,2.711884,0.1061155,-0.05973995,3.089645,-0.1328207, -0.02037144
2.114281,-7.956055,2.860886,0.1032678,-0.05668211,3.031586,-0.1328056, -0.02166057
2.12528,-7.935577,2.85556,0.1025778,-0.05545878,3.017822,-0.1298572, -0.02316594
2.136664,-7.927307,2.897476,0.09898436,-0.05886662,3.015823,-0.1310882, -0.02199888
2.147849,-7.906891,2.873871,0.1030933,-0.06388295,3.018448,-0.1297967, -0.02104366
2.158606,-7.887543,2.953003,0.1018245,-0.05299151,3.037369,-0.1311408, -0.02064347
2.170135,-7.874115,2.853836,0.1024398,-0.05759883,3.029617,-0.1315637, -0.02104366
2.180787,-7.851959,2.903503,0.09945369,-0.06005895,3.045715,-0.1315637, -0.02284253
2.192212,-7.813782,2.879166,0.1003171,-0.06058574,3.049377,-0.1312768, -0.02194309
2.203298,-7.800995,2.867798,0.1004566,-0.06076539,3.050079,-0.1312768, -0.02227294
2.214692,-7.776703,2.89061,0.09974337,-0.06023836,3.070496,-0.1304027, -0.0216347
2.234385,-7.773224,2.880798,0.1000329,-0.06041789,3.087524,-0.13099, -0.02170336
2.240187,-7.769012,2.890732,0.09974337,-0.06023836,3.090118,-0.1305964, -0.02196908
