Time, Head Rotation, Left Pupil Size, Left Pupil Position X, Left Pupil Position Y, Right Pupil Size, Right Pupil Position X, Right Pupil Position Y
0,6.75982,0,INVALID,INVALID,0,INVALID, INVALID
10.26659,-13.47498,3.456451,-0.175662,0.09517026,3.750275,-0.3926012, 0.1204123
10.2775,-13.55444,3.446472,-0.1761542,0.09438491,3.681656,-0.3921016, 0.1182257
10.28919,-13.6145,3.499466,-0.1725974,0.09880519,3.629883,-0.3919978, 0.1217024
10.30006,-13.66101,3.454086,-0.1709614,0.09420443,3.682159,-0.390171, 0.1208824
10.31949,-13.68839,3.501633,-0.1616722,0.09788132,3.750916,-0.3761355, 0.1195212
10.32509,-13.70721,3.58551,-0.135406,0.1050929,3.732651,-0.3381254, 0.128508
10.33323,-13.7171,3.600998,-0.09991556,0.1185103,3.70105,-0.2983328, 0.1378236
10.34434,-13.74298,3.217926,0.001081824,0.1068196,3.590973,-0.2239345, 0.137768
10.35539,-13.77539,3.374619,0.03560078,0.116864,3.444931,-0.1953236, 0.1399683
10.36911,-13.79803,3.63176,0.07149363,0.1210535,3.489914,-0.1579515, 0.1375675
10.37743,-13.80811,3.769058,0.1247002,0.1199731,3.487488,-0.1148363, 0.1326923
10.38927,-13.81888,3.642593,0.1312824,0.1215109,3.598953,-0.1104287, 0.1370123
10.40053,-13.80408,3.655487,0.1266817,0.1181636,3.692642,-0.1109417, 0.1375127
10.41131,-13.79703,3.712891,0.1293455,0.1176283,3.613693,-0.1077338, 0.1243945
10.4226,-13.76294,3.615677,0.126573,0.1154561,3.626419,-0.1075857, 0.1243777
10.43359,-13.75909,3.712631,0.1258813,0.1201784,3.611618,-0.1077338, 0.1243945
10.44483,-13.7381,3.66861,0.1269503,0.1160409,3.553574,-0.1077338, 0.1243945
10.45619,-13.71518,3.68631,0.1269503,0.1160409,3.578278,-0.1077338, 0.1243945
10.47583,-13.66052,3.683121,0.1266103,0.116577,3.562851,-0.1075894, 0.1244437
10.48145,-13.62695,3.678787,0.1262704,0.1160409,3.548477,-0.107445, 0.1243945
10.48944,-13.56006,3.681931,0.1260759,0.1157597,3.560394,-0.1074412, 0.1244437
10.50049,-13.50476,3.67868,0.1260759,0.1150712,3.556168,-0.1072881, 0.1243777
10.51148,-13.4325,3.685364,0.1262704,0.1154396,3.540024,-0.1071385, 0.124361
10.52294,-13.3952,3.678879,0.1260759,0.115459,3.550034,-0.1070284, 0.1241147
10.53364,-13.32437,3.672546,0.1258813,0.1154785,3.53537,-0.1069183, 0.1238684
10.54515,-13.28485,3.669449,0.1258813,0.1154785,3.532944,-0.1065178, 0.123655
10.55673,-13.24924,3.669586,0.125798,0.1154785,3.533234,-0.1065178, 0.123655
10.56759,-13.24503,3.66423,0.1255373,0.1154396,3.557053,-0.1056615, 0.1232856
10.57871,-13.19183,3.663483,0.1245947,0.1151448,3.557571,-0.1065178, 0.1232856
10.59003,-13.17303,3.66185,0.124357,0.1154396,3.556274,-0.1065178, 0.1232856
10.60117,-13.14761,3.660858,0.1242911,0.1157755,3.560349,-0.1070088, 0.122891
10.61258,-13.12775,3.658051,0.1230837,0.1160976,3.569656,-0.1073805, 0.1228583
10.63172,-13.16452,3.657654,0.1228718,0.1160976,3.569504,-0.1074114, 0.1228583
10.63808,-13.16479,3.657333,0.1223139,0.1160976,3.569565,-0.1074185, 0.1228583
10.64547,-13.17148,3.657043,0.1218106,0.1158162,3.555557,-0.1079913, 0.1223299
10.65555,-13.16373,3.657639,0.1216334,0.1158162,3.569092,-0.1080521, 0.1228583
10.66685,-13.15863,3.658752,0.1215903,0.1158162,3.555008,-0.1083477, 0.1223299
10.67783,-13.11536,3.657883,0.1204759,0.1158162,3.546814,-0.1086993, 0.1223299
10.68899,-13.09576,3.657455,0.1203097,0.1158704,3.539948,-0.108735, 0.1223299
10.70032,-13.08386,3.655289,0.1200266,0.1160001,3.537262,-0.1089507, 0.122294
10.71157,-13.04385,3.652344,0.1197922,0.1158704,3.527847,-0.1092526, 0.122294
10.72259,-12.99362,3.648712,0.1192459,0.1158704,3.522614,-0.1093131, 0.122294
10.73328,-12.99124,3.640503,0.1189661,0.1158704,3.519363,-0.1093916, 0.1222163
10.7447,-12.97803,3.602173,0.1188542,0.1160001,3.505188,-0.1099529, 0.1223299
10.75564,-12.91708,3.579681,0.1179233,0.1164238,3.501465,-0.1099529, 0.1223299
10.76697,-12.88522,3.557098,0.1174376,0.1164238,3.43187,-0.1103799, 0.1227524
10.78662,-12.83084,3.557098,0.1174376,0.1164238,3.43187,-0.1103799, 0.1227524
10.79204,-12.79611,3.533524,0.1174376,0.1164238,3.423462,-0.1107783, 0.1239487
10.79999,-12.77054,3.521378,0.117276,0.1160001,3.417419,-0.1115139, 0.1239487
10.81127,-12.74033,3.499252,0.1161731,0.1160001,3.382767,-0.1125137, 0.124441
10.82273,-12.71817,3.485291,0.1161731,0.1161098,3.376816,-0.1125864, 0.1244897
10.83353,-12.69571,3.477524,0.1159698,0.1161098,3.375656,-0.1130818, 0.1248711
10.84469,-12.67923,3.478439,0.115786,0.1154343,3.362244,-0.114162, 0.1248711
10.85566,-12.65164,3.476486,0.1156642,0.1154343,3.355759,-0.114162, 0.1248711
10.86697,-12.60214,3.473068,0.1153731,0.1154343,3.335373,-0.1138408, 0.1244897
10.87799,-12.5668,3.373077,0.1093637,0.115509,3.279617,-0.1209133, 0.1299082
10.88967,-12.53284,3.530746,0.0933013,0.111938,3.388153,-0.1306691, 0.124794
10.90008,-12.54276,3.252625,0.05945873,0.1107625,3.361862,-0.159084, 0.127
10.91124,-12.60474,3.294754,-0.01231527,0.1180394,3.465469,-0.2374358, 0.1272023
10.92315,-12.67307,3.306778,-0.07839859,0.1012268,3.607971,-0.2947147, 0.1314552
10.94177,-12.74362,3.348557,-0.1043066,0.1009598,3.652252,-0.3280177, 0.124018
10.94676,-12.86209,3.461624,-0.1319553,0.09375226,3.515533,-0.3531386, 0.1163014
10.95589,-12.99313,3.315582,-0.1547709,0.09536833,3.511459,-0.3796053, 0.1074966
10.96662,-13.1506,3.214371,-0.1664636,0.09012866,3.586304,-0.3926035, 0.109075
10.97759,-13.30182,3.369568,-0.1664901,0.08664823,3.576996,-0.3915147, 0.1072369
10.98891,-13.48425,3.360809,-0.1660448,0.08675814,3.550858,-0.3885821, 0.1062794
11.00012,-13.70038,3.380463,-0.1650835,0.08694357,3.577637,-0.3889453, 0.1073396
11.01135,-13.8765,3.38559,-0.1636989,0.08654892,3.519714,-0.3864291, 0.1068895
11.02278,-14.16699,3.360779,-0.1636913,0.087017,3.502899,-0.3879721, 0.1062662
11.03394,-14.38162,3.260086,-0.1624803,0.08478439,3.554214,-0.386775, 0.1087886
11.04499,-14.63876,3.396896,-0.1534636,0.08522928,3.583771,-0.3791131, 0.1046054
11.05639,-14.86163,3.306152,-0.1553386,0.08304071,3.535995,-0.3794132, 0.1008407
11.06705,-15.10492,3.338486,-0.1534545,0.08658457,3.49118,-0.3794069, 0.1030168
11.07873,-15.35364,3.383347,-0.1501163,0.08254397,3.428238,-0.3740103, 0.1016762
11.10024,-15.61432,3.50145,-0.1444166,0.08689928,3.547989,-0.3667606, 0.0929454
11.10648,-15.90063,3.50145,-0.1444166,0.08689928,3.547989,-0.3667606, 0.0929454
11.11131,-16.18896,3.41713,-0.1413171,0.08502257,3.62973,-0.3626778, 0.09775436
11.11998,-16.47061,3.432632,-0.1416135,0.08258837,3.568436,-0.3618496, 0.09447908
11.1312,-16.76096,3.472885,-0.1432217,0.08144045,3.584183,-0.3592638, 0.09516603
11.1423,-17.04114,3.475983,-0.1388991,0.08663964,3.611008,-0.354147, 0.1004621
11.15343,-17.34286,3.481934,-0.1340346,0.08228987,3.593079,-0.3521673, 0.09947431
11.16461,-17.64481,3.473999,-0.130302,0.08088881,3.608231,-0.3472083, 0.1052669
11.17553,-17.96481,3.457672,-0.1318294,0.08180511,3.550644,-0.3454486, 0.1015807
11.18679,-18.28445,3.444153,-0.1286003,0.08230883,3.651718,-0.3396492, 0.1047472
11.19799,-18.56741,3.41188,-0.1254843,0.08035225,3.645325,-0.3347885, 0.1051684
11.2089,-18.85913,3.404327,-0.1254759,0.07728285,3.712601,-0.3350374, 0.105333
11.21997,-19.15866,3.398285,-0.1209111,0.07963759,3.681686,-0.3320811, 0.1024559
11.23142,-19.51035,3.503906,-0.1149107,0.07904512,3.711548,-0.3241178, 0.102069
11.25331,-19.84775,3.503906,-0.1149107,0.07904512,3.711548,-0.3241178, 0.102069
11.25898,-20.27084,3.414017,-0.1138712,0.07739258,3.706192,-0.321246, 0.09905028
11.26408,-20.71683,3.454376,-0.1117917,0.0805487,3.702133,-0.3196962, 0.09969252
11.27539,-21.12057,3.532593,-0.1122072,0.0798887,3.756897,-0.3157896, 0.09638292
11.28669,-21.54935,3.417252,-0.1026642,0.07312548,3.735275,-0.3127379, 0.0920561
11.29787,-21.96243,3.297287,-0.1036698,0.0730443,3.736603,-0.3072189, 0.09406328
11.30867,-22.39059,3.334061,-0.1013291,0.07399499,3.771271,-0.3064682, 0.09639466
11.3201,-22.772,3.38916,-0.09330934,0.07599032,3.786407,-0.300025, 0.0962103
11.33096,-23.16934,3.433624,-0.0904358,0.07404345,3.726471,-0.2938547, 0.09534872
11.34204,-23.53061,3.330734,-0.08742929,0.07543749,3.63121,-0.2906641, 0.09902328
11.35355,-23.83505,3.393051,-0.0811789,0.0769279,3.665619,-0.2889258, 0.09426272
11.36456,-24.15805,3.378769,-0.07956856,0.07860792,3.670593,-0.2822468, 0.09778261
11.37526,-24.50632,3.480865,-0.07163972,0.07687867,3.709015,-0.2769878, 0.09608459
11.38709,-24.80673,3.484787,-0.06672305,0.07841295,3.677841,-0.2792473, 0.09344041
11.40898,-25.13458,3.298965,-0.06914818,0.07105148,3.709991,-0.2705163, 0.09867364
11.41394,-25.45743,3.298965,-0.06914818,0.07105148,3.709991,-0.2705163, 0.09867364
11.41962,-25.75729,3.39386,-0.054111,0.07563943,3.70903,-0.2666199, 0.09543914
11.43105,-25.97415,3.403244,-0.05233032,0.06824958,3.624084,-0.266857, 0.0958249
11.44217,-26.17456,3.476761,-0.04904884,0.07651365,3.683807,-0.259316, 0.09797198
11.45393,-26.33383,3.427322,-0.04760969,0.0714438,3.648514,-0.2591244, 0.09410739
11.46452,-26.50177,3.36232,-0.04348874,0.07152075,3.698639,-0.2573882, 0.0941509
11.47571,-26.6539,3.382919,-0.03819823,0.06727701,3.591263,-0.2549562, 0.09311593
11.48728,-26.83774,3.327332,-0.03929049,0.0658651,3.628616,-0.250815, 0.09094274
11.49828,-26.98099,3.314224,-0.03940356,0.0669986,3.692841,-0.2529414, 0.09210604
11.50912,-27.13242,3.448532,-0.03872085,0.06951964,3.663712,-0.2503472, 0.09157121
11.52075,-27.24088,3.341003,-0.03617722,0.06470925,3.64827,-0.244669, 0.09027463
11.53162,-27.32108,3.322556,-0.02824628,0.06990874,3.625534,-0.2467306, 0.08993196
11.54276,-27.38873,3.431778,-0.02843213,0.06957841,3.587051,-0.2440662, 0.0898236
11.56449,-27.47556,3.549942,-0.02655089,0.06646669,3.618088,-0.2422217, 0.08979887
11.57016,-27.54654,3.549942,-0.02655089,0.06646669,3.618088,-0.2422217, 0.08979887
11.57554,-27.6384,3.435318,-0.02860367,0.06495178,3.577377,-0.2395169, 0.08804941
11.58726,-27.73294,3.611908,-0.02427924,0.06923372,3.574966,-0.2397665, 0.08701295
11.59834,-27.84537,3.50708,-0.0259487,0.06431979,3.547668,-0.2396223, 0.08804941
11.60925,-27.93042,3.618515,-0.02091491,0.06881195,3.569534,-0.2397665, 0.08768481
11.62054,-28.03171,3.538666,-0.01909339,0.06468505,3.572357,-0.2401006, 0.08691043
11.63176,-28.11771,3.414017,-0.01903254,0.05771607,3.527573,-0.2378191, 0.0835501
11.64271,-28.17654,3.530914,-0.01910943,0.06612349,3.478317,-0.2370551, 0.09005237
11.65391,-28.2272,3.504974,-0.01874846,0.06117177,3.543961,-0.2366297, 0.08651441
11.66613,-28.26755,3.578812,-0.01620817,0.06336319,3.539658,-0.2351295, 0.08431184
11.67575,-28.33493,3.484894,-0.01724744,0.06446993,3.559784,-0.2364752, 0.08508033
11.68702,-28.41055,3.463852,-0.01724744,0.06348646,3.532654,-0.2362301, 0.08720338
11.69891,-28.49768,3.485977,-0.01724744,0.06374651,3.534988,-0.2356121, 0.08720338
11.72045,-28.56155,3.488754,-0.0170157,0.06410819,3.542969,-0.2359211, 0.08708793
11.726,-28.68002,3.491226,-0.01678389,0.06446993,3.488968,-0.2360518, 0.09089631
11.73147,-28.79138,3.494675,-0.01633191,0.06437421,3.537018,-0.2337915, 0.08250463
11.74224,-28.88934,3.490402,-0.01587987,0.06427854,3.583893,-0.2345233, 0.0832991
11.75326,-28.94055,3.49852,-0.01579022,0.06427854,3.533035,-0.233629, 0.08164459
11.76481,-29.02606,3.448318,-0.0123449,0.06249589,3.604309,-0.2301055, 0.08583206
11.77555,-29.10303,3.514618,-0.007468283,0.05925673,3.573486,-0.2290295, 0.08477461
11.78683,-29.19662,3.496002,-0.008475244,0.060601,3.583771,-0.2284526, 0.08547974
11.79797,-29.28732,3.478973,-0.007468283,0.05925673,3.563278,-0.2281551, 0.08457994
11.80884,-29.32623,3.507339,-0.009092391,0.06165475,3.552429,-0.2264293, 0.08276564
11.8203,-29.38193,3.540909,-0.005675972,0.06030244,3.567963,-0.2244903, 0.08098799
11.83085,-29.3967,3.529297,-0.005902231,0.06349826,3.577148,-0.2240994, 0.08154142
11.84226,-29.44592,3.521774,-0.007782459,0.06202722,3.581207,-0.2244903, 0.08209491
11.85392,-29.45142,3.499908,-0.007355928,0.06340301,3.580002,-0.2240994, 0.08265531
11.87647,-29.45789,3.518646,-0.006929398,0.06332505,3.580948,-0.2237084, 0.08267623
11.88236,-29.46002,3.499649,-0.005918324,0.06302261,3.576569,-0.2234372, 0.08281511
11.88688,-29.47314,3.496597,-0.006456733,0.06272024,3.572205,-0.223166, 0.08295405
11.89681,-29.47681,3.509628,-0.005682051,0.06302261,3.577057,-0.2228369, 0.08320081
11.90792,-29.45203,3.500549,-0.006247282,0.06272024,3.577637,-0.2225077, 0.08344769
11.91914,-29.43457,3.509933,-0.006247282,0.06331068,3.575378,-0.2224498, 0.08344769
11.93012,-29.39847,3.506256,-0.005696535,0.06308746,3.588043,-0.2222193, 0.0835411
11.9413,-29.37073,3.50238,-0.005145788,0.06286424,3.572784,-0.2219889, 0.0836345
11.95223,-29.31232,3.502594,-0.00490731,0.06286424,3.581833,-0.2199272, 0.0847435
11.9633,-29.28897,3.502747,-0.003808439,0.06331068,3.59967,-0.2195231, 0.08507752
11.97462,-29.25223,3.508347,-0.00341171,0.06331068,3.60437,-0.2194838, 0.0847435
11.98561,-29.19495,3.508896,-0.003699064,0.06286424,3.610214,-0.2191867, 0.0847435
11.99693,-29.15262,3.508881,-0.003747702,0.06286424,3.610748,-0.2177214, 0.0847435
12.00871,-29.103,3.510681,-0.003699064,0.06331068,3.609863,-0.2176152, 0.08507752
12.02786,-29.05191,3.510681,-0.003699064,0.06331068,3.609406,-0.2176152, 0.08546811
12.03305,-28.9924,3.511322,-0.003699064,0.06331068,3.608948,-0.2176152, 0.08546811
12.04098,-28.99472,3.510498,-0.003699064,0.06286848,3.608841,-0.2176152, 0.08546811
12.05241,-28.96429,3.536072,-0.003720164,0.06286848,3.607666,-0.2177214, 0.08577746
12.06348,-28.96127,3.550323,-0.003747702,0.06313187,3.604874,-0.2193356, 0.08673936
12.07446,-28.93805,3.556244,-0.003761053,0.06313187,3.597244,-0.2193649, 0.08647692
12.08605,-28.92783,3.548721,-0.003791034,0.06286848,3.591949,-0.2217448, 0.08673936
12.09681,-28.92474,3.549133,-0.003791034,0.0627234,3.591415,-0.2217448, 0.08690506
12.10787,-28.9068,3.549957,-0.003919959,0.06286848,3.5914,-0.2211105, 0.08701974
12.11893,-28.88757,3.567047,-0.003919959,0.06286848,3.594193,-0.2211105, 0.0870471
12.12985,-28.88394,3.568024,-0.003919959,0.06277412,3.618973,-0.2217448, 0.0880217
12.14085,-28.89777,3.574982,-0.003919959,0.06277412,3.619293,-0.2211105, 0.08829898
12.15213,-28.901,3.577927,-0.004341125,0.0627234,3.620499,-0.2211105, 0.08865136
12.16354,-28.93286,3.5802,-0.004341125,0.06313187,3.634003,-0.2204118, 0.08952302
12.18297,-28.94263,3.578323,-0.004688501,0.06277412,3.636078,-0.2204118, 0.08981454
12.18831,-28.97485,3.580612,-0.005353093,0.06277412,3.63765,-0.2204118, 0.09019631
12.197,-29.01422,3.583908,-0.004859149,0.06277412,3.650711,-0.2197882, 0.09019631
12.20783,-29.0152,3.583801,-0.004688501,0.06277412,3.652832,-0.2197882, 0.09088808
12.21863,-29.03802,3.588806,-0.004688501,0.06404608,3.654449,-0.2204118, 0.09019631
12.22982,-29.07901,3.597702,-0.004859149,0.06405014,3.654099,-0.220957, 0.08981454
12.24095,-29.10675,3.598541,-0.005353093,0.0634945,3.689377,-0.2218358, 0.09019631
12.25245,-29.14594,3.599487,-0.004859149,0.0634945,3.688538,-0.2218358, 0.09019631
12.26381,-29.14896,3.600098,-0.004859149,0.06396586,3.678574,-0.2218855, 0.08981454
12.27513,-29.12268,3.596695,-0.003960133,0.06421554,3.67836,-0.2219176, 0.08961838
12.28643,-29.13889,3.595413,-0.003960133,0.06421554,3.678436,-0.2218855, 0.08961838
12.29807,-29.15164,3.591812,-0.004859149,0.06396586,3.675995,-0.2221608, 0.08943117
12.30903,-29.13824,3.591568,-0.00311172,0.06373018,3.627014,-0.2218855, 0.08886099
12.32084,-29.15466,3.590942,-0.00311172,0.06373018,3.626282,-0.2221608, 0.08886099
12.34096,-29.16534,3.590225,-0.00311172,0.0634945,3.62587,-0.2221608, 0.08876401
12.34612,-29.16406,3.588943,-0.00311172,0.0634945,3.625778,-0.2226552, 0.08876401
12.35429,-29.16522,3.59436,-0.00311172,0.0634945,3.644485,-0.2226552, 0.08886099
12.36614,-29.17639,3.585953,-0.00311172,0.0634945,3.630341,-0.2226552, 0.08876401
12.37762,-29.172,3.595749,-0.004235148,0.06354445,3.646713,-0.2219707, 0.08876401
12.38854,-29.18036,3.594101,-0.004235148,0.06332606,3.649765,-0.2212802, 0.08848441
12.39991,-29.18375,3.600433,-0.004235148,0.06332606,3.656982,-0.220876, 0.08945006
12.41141,-29.18204,3.611023,-0.004237831,0.06354445,3.652878,-0.220876, 0.0898726
12.42259,-29.19025,3.612488,-0.004237831,0.06373018,3.663727,-0.2208168, 0.08999473
12.43366,-29.17963,3.603699,-0.004406571,0.06409448,3.66452,-0.2202561, 0.09037828
12.44464,-29.18445,3.605713,-0.004406571,0.06450945,3.664474,-0.2200326, 0.09037828
12.45588,-29.17627,3.604004,-0.004406571,0.06450945,3.660614,-0.2200326, 0.09051973
12.46692,-29.17725,3.605606,-0.004406571,0.06558347,3.667267,-0.2189426, 0.09140778
12.47859,-29.17084,3.606567,-0.004609048,0.06558347,3.678925,-0.2188809, 0.09140778
12.50941,-29.15991,3.606705,-0.004406571,0.06558347,3.680832,-0.2174265, 0.09140778
12.51583,-29.13342,3.590012,-0.004406571,0.06558347,3.683548,-0.2174265, 0.09147233
12.52278,-29.12494,3.623383,-0.003401995,0.06467867,3.730759,-0.2132111, 0.08866698
12.52965,-29.15002,3.640106,0.02108252,0.06300426,3.606949,-0.1927416, 0.08865047
12.54072,-29.12524,3.340714,0.06319284,0.05931592,3.655029,-0.1480697, 0.09187078
12.55197,-29.14941,3.667435,0.1457671,0.06923538,3.425278,-0.07619965, 0.08616668
12.56329,-29.16278,3.753738,0.1879691,0.07817048,3.49556,-0.04730523, 0.08891761
12.5743,-29.17395,3.845139,0.225208,0.07771653,3.45578,-0.02058059, 0.09216112
12.58564,-29.18481,3.789886,0.2777879,0.0667634,3.406982,0.02867985, 0.09048235
12.59643,-29.2193,3.960159,0.3004889,0.05891931,3.284088,0.04025173, 0.08304298
12.60765,-29.24496,3.710587,0.3161381,0.06074464,3.488464,0.06448293, 0.09783143
12.61938,-29.27704,4.058182,0.3186104,0.07092094,3.392746,0.05670691, 0.08746439
12.63011,-29.32101,4.052261,0.3227224,0.05958962,3.334641,0.05492544, 0.08489805
12.65025,-29.34943,4.019608,0.3163278,0.06429732,3.31871,0.05432439, 0.08293366
12.65581,-29.38086,4.019608,0.3163278,0.06429732,3.31871,0.05432439, 0.08293366
12.66288,-29.41818,3.915253,0.3178638,0.05898929,3.323669,0.05448151, 0.08293366
12.67427,-29.41086,3.928513,0.3183252,0.05890357,3.368759,0.05471587, 0.08209211
12.6853,-29.3999,3.888657,0.3188772,0.05890357,3.32338,0.05471587, 0.08209211
12.69647,-29.38144,3.876282,0.3186013,0.05880129,3.320068,0.05495024, 0.08125067
12.7075,-29.38651,3.867645,0.3188772,0.05869901,3.323273,0.05501997, 0.08143079
12.7187,-29.35083,3.870422,0.3190055,0.05890357,3.325684,0.05501997, 0.08150941
12.73011,-29.33157,3.869705,0.3190821,0.0590294,3.328506,0.05508971, 0.08161104
12.7409,-29.30334,3.870422,0.3190055,0.05890357,3.326752,0.05501997, 0.08150941
12.75199,-29.2886,3.87027,0.3188772,0.05915511,3.316086,0.05508971, 0.08125067
12.76298,-29.23911,3.86882,0.3189414,0.05921739,3.315384,0.05570638, 0.08087158
12.77419,-29.20816,3.870148,0.3188772,0.05927956,3.246429,0.05581355, 0.08087158
12.78571,-29.17673,3.870468,0.3187168,0.05959976,3.239456,0.05581355, 0.08013368
12.80576,-29.14651,3.870468,0.3187168,0.05959976,3.239456,0.05581355, 0.08013368
12.81094,-29.1459,3.881851,0.3187168,0.05940443,3.23996,0.05613184, 0.08081454
12.81841,-29.13031,3.882187,0.3187168,0.05940443,3.240341,0.05631042, 0.08081454
12.82989,-29.11484,3.880066,0.3185054,0.05940443,3.225433,0.05631042, 0.08013368
12.84095,-29.11636,3.880127,0.3185054,0.05915511,3.23082,0.05613184, 0.07996505
12.85182,-29.10172,3.878296,0.3179145,0.05940443,3.212402,0.05631042, 0.07994807
12.86305,-29.11719,3.876373,0.3179145,0.05940443,3.209335,0.05631042, 0.07994807
12.87407,-29.1109,3.867554,0.3179145,0.0583449,3.210251,0.05613184, 0.07994807
12.88525,-29.11636,3.878159,0.3174213,0.05825561,3.212875,0.05610991, 0.07989472
12.8962,-29.0881,3.87323,0.3174213,0.05825561,3.214127,0.05610991, 0.07994807
12.90739,-29.07089,3.873474,0.3174213,0.05825561,3.218658,0.05612957, 0.07994807
12.91864,-29.06418,3.862656,0.3179145,0.05796003,3.229187,0.05612957, 0.07958305
12.92963,-29.05649,3.858429,0.3179145,0.05802721,3.230804,0.05610991, 0.07948983
12.94104,-29.03281,3.851425,0.3175642,0.05784988,3.233414,0.05552495, 0.07910806
12.96096,-29.02899,3.851425,0.3175642,0.05784988,3.233414,0.05552495, 0.07910806
12.96703,-29.0206,3.850922,0.3173517,0.05784988,3.236954,0.05552495, 0.07889146
12.97386,-29.02286,3.848831,0.3175642,0.05772448,3.239349,0.05552495, 0.07895929
12.98526,-29.00839,3.85788,0.3180385,0.05772448,3.241302,0.05536234, 0.0788855
12.99619,-29.00406,3.860489,0.3180385,0.05772448,3.247314,0.05536234, 0.0788855
13.00738,-29.00391,3.858765,0.3180385,0.05761164,3.248734,0.05525661, 0.07895929
13.01836,-29.00864,3.858414,0.3186734,0.05750978,3.247635,0.05514181, 0.078179
13.02967,-29.01782,3.854599,0.3183208,0.05761164,3.232559,0.05512953, 0.07799321
13.041,-28.99393,3.854218,0.3183208,0.05704331,3.232285,0.05472147, 0.07799321
13.05181,-29.03625,3.857391,0.3183208,0.05704331,3.227585,0.05464602, 0.07798934
13.06326,-29.02393,3.857239,0.3182029,0.05704331,3.217834,0.05460751, 0.07794082
13.07494,-29.04044,3.856369,0.3186702,0.05704331,3.207764,0.05460751, 0.07794082
13.08716,-29.02859,3.849228,0.3187714,0.05704331,3.206268,0.05363357, 0.07793915
13.09894,-29.02173,3.843872,0.3187714,0.05653107,3.209534,0.05353534, 0.07793915
13.11927,-28.99963,3.843719,0.318822,0.05704331,3.205872,0.05353534, 0.07793158
13.12567,-28.98343,3.817856,0.318822,0.05739456,3.205856,0.05353534, 0.07793915
13.1321,-28.9379,3.812088,0.3189212,0.05791593,3.200119,0.0534929, 0.07793158
13.143,-28.90717,3.865982,0.3235631,0.06090486,3.162949,0.05756021, 0.07646239
13.15404,-28.90128,4.063568,0.3383994,0.05856651,3.102722,0.06761372, 0.0830366
13.16492,-28.84305,3.731293,0.3458542,0.06464678,3.142502,0.07213593, 0.08409983
13.1762,-28.78802,3.691254,0.3442732,0.0606389,3.246567,0.06797945, 0.08581901
13.18806,-28.73309,3.664261,0.3437636,0.06578231,3.221527,0.06958461, 0.08345419
13.19832,-28.66183,3.599121,0.3426632,0.06306696,3.206467,0.06974566, 0.08548552
13.20931,-28.62039,3.606857,0.3427707,0.06181073,3.264389,0.06788671, 0.08559883
13.22082,-28.55612,3.60083,0.3427169,0.06243879,3.183426,0.07114124, 0.08722496
13.23149,-28.52304,3.599152,0.3426632,0.06306696,3.202576,0.06729782, 0.08631021
13.24255,-28.48843,3.939407,0.3391517,0.06208694,3.143478,0.06743038, 0.08168828
13.2546,-28.46194,3.98201,0.3419816,0.06363684,3.213684,0.0680995, 0.082802
13.27375,-28.39578,3.733826,0.3411275,0.0625667,3.29303,0.06523967, 0.08347178
13.27875,-28.3009,4.128143,0.3395576,0.06523585,3.202057,0.06716037, 0.08459073
13.28735,-28.224,3.718338,0.3375685,0.06338668,3.245163,0.06734502, 0.08015078
13.29836,-28.13544,3.709747,0.3386785,0.06472921,3.203583,0.06822765, 0.08355516
13.30932,-28.095,3.850906,0.3359954,0.06633741,3.256775,0.065359, 0.08376795
13.32066,-28.02786,3.830582,0.3367304,0.06591475,3.256561,0.06675649, 0.08408338
13.33148,-27.98065,3.843018,0.3374393,0.06549203,3.25592,0.06372607, 0.08262664
13.34272,-27.94638,3.859375,0.3368531,0.06407428,3.292908,0.0615623, 0.08501375
13.35391,-27.90714,3.830246,0.3323753,0.06309402,3.37709,0.06090999, 0.08628058
13.36499,-27.8707,3.833038,0.3349402,0.06509155,3.326981,0.06105673, 0.08624649
13.37606,-27.85046,3.876495,0.3351071,0.06417167,3.338669,0.06035221, 0.08567512
13.38734,-27.82233,3.88356,0.3350236,0.06406492,3.316483,0.06206858, 0.08488023
13.39829,-27.80649,3.88443,0.3349402,0.06417167,3.204071,0.0610286, 0.08573526
13.40939,-27.77081,3.876038,0.333968,0.06412417,3.21521,0.06096661, 0.08318388
13.43166,-27.77972,3.873535,0.3338568,0.06417167,3.229965,0.05993438, 0.08342636
13.43717,-27.74838,3.873535,0.3338568,0.06417167,3.229965,0.05993438, 0.08342636
13.44252,-27.74802,3.874847,0.3337675,0.06463164,3.247635,0.06096661, 0.08366877
13.4529,-27.73727,3.87616,0.3334895,0.06488752,3.272781,0.06096661, 0.08445901
13.46385,-27.71851,3.882095,0.3333008,0.06468356,3.270248,0.06086278, 0.08406389
13.47481,-27.7291,3.880661,0.3330456,0.06488752,3.268356,0.06075883, 0.08445901
13.48587,-27.72864,3.88147,0.3327341,0.06417167,3.268417,0.06038845, 0.08445901
13.49719,-27.76242,3.879883,0.3322711,0.06407666,3.268997,0.06020403, 0.08406389
13.50831,-27.7691,3.880676,0.3322711,0.06468356,3.269821,0.06001949, 0.08429277
13.51936,-27.80206,3.871964,0.3317387,0.06407666,3.258331,0.05963016, 0.08429277
13.53054,-27.82465,3.875046,0.3314559,0.06443512,3.26088,0.05956316, 0.08437592
13.54147,-27.81265,3.841812,0.3314559,0.06402284,3.268997,0.05949628, 0.08448237
