Time, Head Rotation, Left Pupil Size, Left Pupil Position X, Left Pupil Position Y, Right Pupil Size, Right Pupil Position X, Right Pupil Position Y, Direction X, Direction Y
0,-10.51456,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.02,-10.51459,0,INVALID,INVALID,0,0.8783914, 0.4348804,INVALID,INVALID
0.04,-10.47989,2.431274,0.04424357,-0.0003077984,2.016556,-0.2637808, -0.01230574,INVALID,INVALID
0.3733333,-1.338684,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.4221294,-0.1409607,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.4368736,-0.119873,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
1.59232,2.621042,4.020782,0.4085994,0.03688139,2.944824,0.03319407, 0.0454523,18.13929,-2.950217
1.603361,2.690176,4.039597,0.4094207,0.03546762,2.94899,0.03319407, 0.04503661,18.17153,-2.824176
1.614555,2.752379,4.058731,0.4095436,0.03614825,2.947113,0.03321302, 0.04468614,18.08693,-2.73924
1.626154,2.83184,4.032639,0.4095187,0.03682798,2.941833,0.03319407, 0.04441375,18.07853,-2.898608
1.637106,2.902102,3.984222,0.4093959,0.03682798,2.939102,0.03335512, 0.04400271,18.11996,-2.980846
1.648036,2.967222,3.993027,0.4094937,0.03621536,2.937637,0.03349721, 0.04386389,18.77996,-2.669245
1.659565,2.990682,3.993454,0.4095187,0.03618181,2.931641,0.03350914, 0.04400271,18.72086,-2.629869
1.670244,3.009521,4.037811,0.409729,0.03496706,2.906754,0.03352118, 0.04318786,18.31053,-3.053514
1.681675,2.996107,4.029846,0.4105401,0.034787,2.906021,0.03374827, 0.04304457,18.04634,-3.080641
1.692299,2.997312,4.026245,0.4122227,0.03427988,2.897781,0.03463745, 0.04292953,18.11813,-3.054412
1.703175,3.005575,3.715607,0.4487214,0.02258301,2.771713,0.05580378, 0.03013414,18.05561,-5.101156
1.714522,3.005553,3.078903,0.4718546,0.01720047,2.668045,0.0654037, 0.02685654,18.1549,-5.690372
1.726029,3.014137,4.063232,0.4499469,0.03195375,2.599854,0.06641293, 0.02277315,18.15962,-6.156287
1.736853,3.015251,3.502457,0.4631591,0.02380633,2.986176,0.06485105, 0.02217722,20.23051,-4.74483
1.748024,3.014714,3.416611,0.4785309,0.01053351,2.701431,0.06499541, 0.02251363,18.48383,-5.636803
1.759176,3.015042,3.446793,0.4776993,0.01074445,2.384857,0.06418073, 0.02204603,16.53286,-6.761612
1.770227,3.013893,3.454178,0.4776993,0.01284331,2.46524,0.06418073, 0.02201951,16.92636,-6.525732
1.780684,3.029799,3.456818,0.4785309,0.01179391,2.5177,0.06451321, 0.0220328,17.22892,-6.356719
1.792057,3.061489,3.455215,0.4793624,0.01074445,2.473145,0.06418073, 0.02204603,17.01857,-6.499295
1.803564,3.114104,3.473297,0.4793624,0.01074445,2.483032,0.06450403, 0.02216554,18.84075,-6.092008
1.814343,3.171515,3.445206,0.4795024,0.01155013,2.477997,0.06434238, 0.02210581,21.45324,-5.504133
1.825242,3.216833,3.467834,0.4793624,0.01074445,2.474594,0.06418073, 0.02216554,21.89277,-5.443594
1.836879,3.263667,3.469543,0.4793624,0.01037699,2.473755,0.06418073, 0.02228957,22.52616,-5.352219
1.848735,3.306099,3.470245,0.4789875,0.01017618,2.46994,0.06423235, 0.02222753,22.35967,-5.353061
1.858304,3.338473,3.471375,0.4786127,0.01037699,2.473343,0.06428409, 0.02216554,22.23689,-5.347824
1.869931,3.369905,3.484818,0.4795529,0.01037699,2.473358,0.06450403, 0.02216554,21.98688,-5.382958
1.881285,3.390957,3.499512,0.4796425,0.01037699,2.474716,0.06452787, 0.02228957,23.06979,-5.144147
1.892138,3.410518,3.526993,0.4795529,0.01037699,2.490555,0.06452787, 0.02235383,23.0192,-5.047564
1.902931,3.426181,3.552063,0.4795529,0.01037699,2.491531,0.06520391, 0.02235383,22.90629,-5.023909
1.914453,3.441683,3.695236,0.4795529,0.01037699,2.522293,0.06527543, 0.02277756,18.75871,-5.877566
1.925168,3.437326,3.709183,0.4795529,0.01037699,2.544128,0.06527543, 0.02277756,18.29487,-5.971596
1.936514,3.430651,3.713272,0.4795529,0.01037699,2.607971,0.06568491, 0.02277756,17.85162,-5.948771
1.947278,3.408822,3.720078,0.4814308,0.01037699,2.903366,0.06666636, 0.02277756,19.48053,-5.192483
1.958509,3.37574,3.723938,0.4815825,0.01233423,2.909576,0.06687605, 0.02275956,19.45158,-5.1529
1.970039,3.345161,3.736649,0.4817973,0.01304835,2.908218,0.06734288, 0.02277756,19.50809,-5.139727
1.982242,3.313729,3.717957,0.4822938,0.01315415,2.910004,0.06755078, 0.02378875,19.53864,-4.965937
1.992312,3.278183,3.695511,0.4828943,0.01315415,2.909119,0.06806338, 0.02378875,19.69186,-4.943992
2.002683,3.264228,3.651688,0.483831,0.01136184,2.911057,0.070333, 0.02378875,20.21288,-4.889644
2.013906,3.244725,3.616745,0.4854486,0.007628024,2.899017,0.07083988, 0.02378875,20.06189,-4.986135
2.024861,3.20971,3.599594,0.4871953,0.005575955,2.879883,0.07094622, 0.02378875,20.33763,-4.906243
2.035993,3.198409,3.624756,0.4871953,0.007628024,2.799805,0.07208323, 0.02320421,19.69836,-5.144985
2.047257,3.181232,3.597565,0.4871953,0.007628024,2.779144,0.07208323, 0.02320421,19.42944,-5.181869
2.058521,3.167275,3.570465,0.4888904,0.005575955,2.759811,0.07208323, 0.02353835,19.80718,-5.26615
2.069438,3.15481,3.590866,0.4871953,0.007628024,2.759781,0.07171226, 0.02378875,19.71346,-5.203829
2.080632,3.153827,3.597412,0.4871953,0.007628024,2.75972,0.07171226, 0.02392364,19.17661,-5.253036
2.091549,3.143893,3.603134,0.4871953,0.007628024,2.757996,0.0719837, 0.02401716,19.14584,-5.246803
2.102659,3.154381,3.52977,0.4915149,-0.001346469,2.796112,0.07089579, 0.02357954,19.57603,-5.445322
