Time, Background Direction, Background Speed, SVV: From30, SVV: Current, Pupil Size
0,Clockwise,10,30,34.94424,3.754196
0,Clockwise,10,30,35.05095,0
0,Clockwise,10,30,35.15345,0
0,Clockwise,10,30,35.27691,0
0,Clockwise,10,30,35.40086,0
0,Clockwise,10,30,35.55122,0
0,Clockwise,10,30,35.59923,0
0,Clockwise,10,30,35.71819,0
0,Clockwise,10,30,35.80128,2.662994
0,Clockwise,10,30,35.9455,4.209801
0,Clockwise,10,30,36.05287,4.381699
0,Clockwise,10,30,36.13746,4.023148
0,Clockwise,10,30,36.28555,3.54731
0,Clockwise,10,30,36.43667,0
0,Clockwise,10,30,36.52853,0
0,Clockwise,10,30,36.61292,0
0,Clockwise,10,30,36.71909,0
0,Clockwise,10,30,36.80003,0
0,Clockwise,10,30,36.94182,0
0,Clockwise,10,30,37.06111,0
0,Clockwise,10,30,37.21094,1.639351
0,Clockwise,10,30,37.26376,1.76207
0,Clockwise,10,30,37.31429,1.994263
0,Clockwise,10,30,37.38759,3.995628
0,Clockwise,10,30,37.4349,4.705498
0,Clockwise,10,30,37.51664,4.802231
